Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
32 Avenue East of 192 Street,Monday-Friday,12:00 AM,29,18,,,47
32 Avenue East of 192 Street,Monday-Friday,1:00 AM,22,8,,,30
32 Avenue East of 192 Street,Monday-Friday,2:00 AM,9,9,,,18
32 Avenue East of 192 Street,Monday-Friday,3:00 AM,9,16,,,25
32 Avenue East of 192 Street,Monday-Friday,4:00 AM,9,56,,,65
32 Avenue East of 192 Street,Monday-Friday,5:00 AM,31,287,,,318
32 Avenue East of 192 Street,Monday-Friday,6:00 AM,86,465,,,551
32 Avenue East of 192 Street,Monday-Friday,7:00 AM,193,502,,,695
32 Avenue East of 192 Street,Monday-Friday,8:00 AM,244,419,,,663
32 Avenue East of 192 Street,Monday-Friday,9:00 AM,209,277,,,486
32 Avenue East of 192 Street,Monday-Friday,10:00 AM,214,235,,,449
32 Avenue East of 192 Street,Monday-Friday,11:00 AM,245,226,,,471
32 Avenue East of 192 Street,Monday-Friday,12:00 PM,255,226,,,481
32 Avenue East of 192 Street,Monday-Friday,1:00 PM,267,235,,,502
32 Avenue East of 192 Street,Monday-Friday,2:00 PM,350,257,,,607
32 Avenue East of 192 Street,Monday-Friday,3:00 PM,484,280,,,764
32 Avenue East of 192 Street,Monday-Friday,4:00 PM,552,287,,,839
32 Avenue East of 192 Street,Monday-Friday,5:00 PM,491,247,,,738
32 Avenue East of 192 Street,Monday-Friday,6:00 PM,308,192,,,500
32 Avenue East of 192 Street,Monday-Friday,7:00 PM,210,135,,,345
32 Avenue East of 192 Street,Monday-Friday,8:00 PM,169,113,,,282
32 Avenue East of 192 Street,Monday-Friday,9:00 PM,134,88,,,222
32 Avenue East of 192 Street,Monday-Friday,10:00 PM,99,56,,,155
32 Avenue East of 192 Street,Monday-Friday,11:00 PM,64,36,,,100
72 Avenue West of 123 Street,Monday-Friday,12:00 AM,192,72,,,264
72 Avenue West of 123 Street,Monday-Friday,1:00 AM,106,45,,,151
72 Avenue West of 123 Street,Monday-Friday,2:00 AM,80,50,,,130
72 Avenue West of 123 Street,Monday-Friday,3:00 AM,55,84,,,139
72 Avenue West of 123 Street,Monday-Friday,4:00 AM,80,163,,,243
72 Avenue West of 123 Street,Monday-Friday,5:00 AM,140,533,,,673
72 Avenue West of 123 Street,Monday-Friday,6:00 AM,311,644,,,955
72 Avenue West of 123 Street,Monday-Friday,7:00 AM,554,685,,,1239
72 Avenue West of 123 Street,Monday-Friday,8:00 AM,656,804,,,1460
72 Avenue West of 123 Street,Monday-Friday,9:00 AM,666,781,,,1447
72 Avenue West of 123 Street,Monday-Friday,10:00 AM,707,812,,,1519
72 Avenue West of 123 Street,Monday-Friday,11:00 AM,827,900,,,1727
72 Avenue West of 123 Street,Monday-Friday,12:00 PM,908,926,,,1834
72 Avenue West of 123 Street,Monday-Friday,1:00 PM,956,922,,,1878
72 Avenue West of 123 Street,Monday-Friday,2:00 PM,1025,965,,,1990
72 Avenue West of 123 Street,Monday-Friday,3:00 PM,1078,1045,,,2123
72 Avenue West of 123 Street,Monday-Friday,4:00 PM,1112,1028,,,2140
72 Avenue West of 123 Street,Monday-Friday,5:00 PM,1127,989,,,2116
72 Avenue West of 123 Street,Monday-Friday,6:00 PM,1089,899,,,1988
72 Avenue West of 123 Street,Monday-Friday,7:00 PM,879,767,,,1646
72 Avenue West of 123 Street,Monday-Friday,8:00 PM,721,618,,,1339
72 Avenue West of 123 Street,Monday-Friday,9:00 PM,623,495,,,1118
72 Avenue West of 123 Street,Monday-Friday,10:00 PM,443,335,,,778
72 Avenue West of 123 Street,Monday-Friday,11:00 PM,310,166,,,476
88 Avenue West of 123 Street,Monday-Friday,12:00 AM,235,112,,,347
88 Avenue West of 123 Street,Monday-Friday,1:00 AM,146,61,,,207
88 Avenue West of 123 Street,Monday-Friday,2:00 AM,88,66,,,154
88 Avenue West of 123 Street,Monday-Friday,3:00 AM,63,100,,,163
88 Avenue West of 123 Street,Monday-Friday,4:00 AM,92,222,,,314
88 Avenue West of 123 Street,Monday-Friday,5:00 AM,172,770,,,942
88 Avenue West of 123 Street,Monday-Friday,6:00 AM,463,876,,,1339
88 Avenue West of 123 Street,Monday-Friday,7:00 AM,786,953,,,1739
88 Avenue West of 123 Street,Monday-Friday,8:00 AM,817,1007,,,1824
88 Avenue West of 123 Street,Monday-Friday,9:00 AM,740,994,,,1734
88 Avenue West of 123 Street,Monday-Friday,10:00 AM,793,957,,,1750
88 Avenue West of 123 Street,Monday-Friday,11:00 AM,904,969,,,1873
88 Avenue West of 123 Street,Monday-Friday,12:00 PM,1043,1088,,,2131
88 Avenue West of 123 Street,Monday-Friday,1:00 PM,1058,1052,,,2110
88 Avenue West of 123 Street,Monday-Friday,2:00 PM,1245,1156,,,2401
88 Avenue West of 123 Street,Monday-Friday,3:00 PM,1324,1196,,,2520
