SIGN_TYPE,SIGN_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,SIGN_MESSAGE,SIGN_POST_TYPE,PARK_ENTRANCE,SIGN_SIZE,ROAD_NAME,ADDRESS,SIGN_INVENTORY_NO,PLATE_NO,ROAD_TYPE,DIRECTION_FACING,SIDE_OF_ROAD,PLATE_TYPE_CODE,POST_TYPE_CODE,INSTALLED_BY,DATE_INSTALLED,TAB1_CODE,TAB2_CODE,WORK_ORDER,PLATE_DESCRIPTION,POST_TYPE_DESCRIPTION,TAB1_DESCRIPTION,TAB2_DESCRIPTION,PASS_REFLECTIVITY,DISPLACEMENT_ROADCODE,DISPLACEMENT_DISTANCE,DISPLACEMENT_DIRECTION,DISPLACEMENT_ADDRESS,PSEUDO_ADDRESS,ADDRESS_OVERRIDE,DATE_TESTED,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,,1001155222,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111451,-122.730037
0,,1001155337,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7802-0040-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.122586,-122.756450
,,1001145802,,,,,,,,,5008109,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Nichol Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.040142,-122.834616
,,1001145803,,,,,,,,,5001896,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.042104,-122.834620
,,1001145805,,,,,,,,,5008107,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.058133,-122.834666
,,1001145806,,,,,,,,,3007701,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.138616,-122.834651
,,1001145810,,,,,,,,,1008423,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Nichol Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.190315,-122.834302
,,1001145811,,,,,,,,,2013772,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.192838,-122.822935
,,1001145812,,,,,,,,,2012275,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.189123,-122.823256
,,1001145813,,,,,,,,,2009472,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.168176,-122.823562
,,1001145816,,,,,,,,,3007721,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Archibald Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.141636,-122.823173
,,1001145817,,,,,,,,,3007720,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Archibald Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.113063,-122.823176
,,1001145818,,,,,,,,,3003668,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.112955,-122.823176
,,1001145819,,,,,,,,,5001196,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.039072,-122.800967
,,1001145820,,,,,,,,,5008087,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.039209,-122.800977
,,1001145821,,,,,,,,,5008117,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Johnston Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.042651,-122.801293
,,1001145824,,,,,,,,,5008085,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Johnston Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.087152,-122.800983
,,1001145826,,,,,,,,,3007730,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Sullivan Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.111274,-122.800964
,,1001145827,,,,,,,,,3002342,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,JOHNSTON ROAD,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.113842,-122.800888
,,1001145828,,,,,,,,,3007698,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.114074,-122.801337
,,1001145829,,,,,,,,,3001507,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.114361,-122.800918
,,1001145831,,,,,,,,,3007731,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Sullivan Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.117219,-122.801336
,,1001145832,,,,,,,,,3007697,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.138549,-122.801316
,,1001145833,,,,,,,,,3007696,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.143901,-122.800932
,,1001145834,,,,,,,,,3005960,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Bear Creek ,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.143909,-122.801372
,,1001145835,,,,,,,,,2009456,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.157190,-122.801583
,,1001145836,,,,,,,,,2009483,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.169531,-122.801104
0,,1001140402,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.111463,-122.757044
0,,1001138061,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133793,-122.815443
0,,1001138062,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133667,-122.815458
0,,1001138063,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133723,-122.811922
0,,1001157544,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.121136,-122.679834
0,,1001157546,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.120791,-122.679996
0,,1001157549,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.120556,-122.679834
0,,1001157551,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.120313,-122.680016
0,,1001157553,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.120112,-122.679848
0,,1001157555,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.119829,-122.680058
0,,1001157558,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.119669,-122.679860
0,,1001157559,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.119379,-122.680067
0,,1001157562,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.119279,-122.679864
0,,1001157563,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1704-3300-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100423,20100423,49.119196,-122.680082
0,,1001156772,,,,,,,,,,,,,,WA50,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134779,-122.689389
0,,1001156773,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134583,-122.689599
0,,1001156774,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134486,-122.689257
0,,1001156775,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,7805-0232-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.134486,-122.689257
0,,1001139030,,,,,,,,,,,,,,WA36B,,,,,,,,,,,,,,,,,,,In Service,1706-3080-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091109,20091109,49.137266,-122.845397
0,,1001156787,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127315,-122.734622
0,,1001156788,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127374,-122.734509
0,,1001156792,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127725,-122.735037
0,,1001139035,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1706-3080-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091109,20091109,49.137190,-122.844337
0,,1001156779,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127084,-122.735085
0,,1001156777,,,,,,,,,,,,,,RB23,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127306,-122.735023
0,,1001139040,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3080-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091109,20091109,49.137150,-122.843193
0,,1001156778,,,,,,,,,,,,,,RB23,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100419,20100419,49.127375,-122.735105
0,,1001149526,,,,,,,,,,,,,,WA50,,,,,,,,,,,,,,,,,,,In Service,1707-7030-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100212,20100212,49.050980,-122.792501
0,,1001138081,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133180,-122.812072
0,,1001138082,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133469,-122.812070
0,,1001155193,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111359,-122.733609
0,,1001155194,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111465,-122.733508
0,,1001155195,,,,,,,,,,,,,,RB1*50,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111403,-122.733547
0,,1001155196,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111403,-122.733547
0,,1001155199,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111546,-122.732848
0,,1001155200,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111488,-122.732430
0,,1001155201,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111400,-122.732432
0,,1001155202,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111460,-122.732359
0,,1001155203,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-2060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.111488,-122.732138
,,1001145681,,,,,,,,,5008083,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Kensington Mud Bay Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.074724,-122.741761
0,,1001140451,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.118687,-122.756578
0,,1001140434,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.113390,-122.756386
0,,1001135461,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091023,20091023,49.061839,-122.800940
0,,1001150545,,,,,,,,,,,,,,WA7S,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100219,20100219,49.169511,-122.813624
0,,1001150519,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100219,20100219,49.170018,-122.812061
0,,1001150537,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100219,20100219,49.170584,-122.812485
0,,1001150508,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100219,20100219,49.169660,-122.812422
0,,1001150549,,,,,,,,,,,,,,WA7S,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100219,20100219,49.170070,-122.814515
0,,1001150533,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1706-3090-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100219,20100219,49.171599,-122.812388
0,,1001141749,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176198,-122.690774
0,,1001141750,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176220,-122.690581
0,,1001141751,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176220,-122.690581
0,,1001141752,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176049,-122.690818
0,,1001141753,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.175961,-122.690600
0,,1001141754,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.175576,-122.690564
0,,1001141755,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.175576,-122.690564
0,,1001141756,,,,,,,,,,,,,,RB55R,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.174665,-122.690434
0,,1001138064,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133735,-122.810848
0,,1001138065,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133735,-122.810848
0,,1001138066,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3380-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20091106,20091106,49.133833,-122.811899
0,,1001159194,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.116125,-122.829000
0,,1001159195,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.116102,-122.829987
0,,1001140588,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7807-0262-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091117,20091117,49.149268,-122.777607
0,,1001140589,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7807-0262-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091117,20091117,49.149025,-122.777705
0,,1001140590,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7807-0262-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091117,20091117,49.149257,-122.777766
0,,1001140591,,,,,,,,,,,,,,ID31,,,,,,,,,,,,,,,,,,,In Service,7807-0262-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091117,20091117,49.149441,-122.777768
0,,1001141622,,,,,,,,,,,,,,RA6,,,,,,,,,,,,,,,,,,,In Service,1R04,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091126,20091127,49.180439,-122.679561
0,,1001141624,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1R04,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091126,20091127,49.180439,-122.679561
0,,1001141625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R04,2009,Surrey,,RB81 ?,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091126,20091127,49.180461,-122.679612
0,,1001141771,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180065,-122.690043
0,,1001141773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,WA20,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180330,-122.690157
0,,1001141774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,WA30S,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180330,-122.690157
0,,1001141775,,,,,,,,,,,,,,WB4,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180386,-122.690156
0,,1001141776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,WB12T,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180386,-122.690156
0,,1001141778,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180853,-122.690329
0,,1001141779,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.180853,-122.690329
,,1001145734,,,,,,,,,3007712,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.133648,-122.809724
,,1001145735,,,,,,,,,3007726,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,NEWTON ROAD HILL,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.133764,-122.801889
,,1001145737,,,,,,,,,4003471,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,ENTERING SURREY OLD STYLE WITH BEAVER NOT COAT OF ARMS,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.148279,-122.680459
,,1001145738,,,,,,,,,4003224,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.148192,-122.693379
,,1001145740,,,,,,,,,2009402,,,EB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,SERPENTINE ROAD,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.148150,-122.774109
,,1001145741,,,,,,,,,3007722,,,WB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.148263,-122.858899
0,,1001144802,,,,,,,31 Ave,,,,,,,,,,,,,,,,,,,,,,,,,,Proposed,7806-0263-00,2006,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100104,20100104,49.058209,-122.798838
